agent_id,true_alpha,MPD_alpha,true_tau,MPD_tau
1,0.9148060434963554,0.7227787063795932,2.504981378093362,3.0495408771934316
2,0.9370754132978618,0.5245820325128154,0.8686307929456234,1.0634949683727513
3,0.2861395347863436,0.5819397183756007,0.8662692438811064,0.9146294945163552
4,0.8304476260673255,0.7582019881943616,1.5557801146060228,1.718697490593594
5,0.6417455188930035,0.6248377881816936,3.7698227679356937,3.3705659407749446
6,0.5190959491301328,0.6911246441943435,3.850432055070996,3.797813438436245
7,0.7365883146412671,0.34817418928424365,2.959421116858721,3.720093740453422
8,0.1346665972378105,0.16175317506318154,2.9329836228862405,2.7401978531804265
9,0.6569922904018313,0.6568279096068728,2.1430451599881053,2.752153671870883
10,0.7050647840369493,0.610572823648574,0.0090918643400073,0.3934303215242706
11,0.45774177624844015,0.537410817707852,2.4357498101890087,2.187881699333769
12,0.7191122516524047,0.8564833776348371,3.3472062377259135,2.411366240232372
13,0.9346722471527756,0.8986154610067321,3.0060902507975698,3.8216981362724343
14,0.2554288243409246,0.43375309572904464,1.810926290228963,1.1071863698792364
15,0.46229282254353166,0.6314164962758795,2.143159975297749,1.483508269535498
16,0.9400145227555186,0.8415984762781576,2.1495067812502384,2.3942940107339283
17,0.978226428385824,0.5796164742855472,0.00552337430417537,0.26096634190116785
18,0.11748736165463924,0.6230596541450001,1.422663815319538,0.5106664512944514
19,0.47499708156101406,0.4530916378474803,2.4485323606058955,2.002532718958345
20,0.560332746244967,0.534336524711866,3.315768522210419,2.854270284680182
21,0.9040313872974366,0.4347096114639925,1.4268879974260926,1.5621936561035425
22,0.13871016772463918,0.3142184427670616,1.6425405032932758,1.3814961242724548
23,0.988891728920862,0.6798388212353811,2.2939035957679152,2.3257213095240843
24,0.9466682325582952,0.7871991700128724,2.3587132142856717,2.82150434644218
25,0.0824375580996275,0.17160592490023105,2.8786291694268584,1.787876890795401
26,0.5142117843497545,0.6740396345612134,1.5798921808600426,1.2094538816771019
27,0.390203467104584,0.28193936366255834,3.676815716549754,2.5249882435265607
28,0.905738130910322,0.6944219188877487,3.8502811742946506,3.8577082969927092
29,0.4469696281012148,0.5747806163956646,0.9340941021218896,0.6249117141603268
30,0.8360042599961162,0.7691252094483576,2.8979903999716043,2.251713543743233
31,0.7375956177711487,0.7744732304264301,3.614538100548089,5.797285283095141
32,0.811055141268298,0.8536611448668495,2.413896339014173,2.556526534783289
33,0.388108282815665,0.559297423960252,2.526029195636511,1.6065940828835332
34,0.6851697294041514,0.8337035414999057,3.749543398618698,5.626085373969845
35,0.00394833879545331,0.30716327903032725,3.4019310027360916,0.45102255937166935
36,0.8329160802531987,0.8113104122366172,2.319283596239984,2.0875858393858855
37,0.00733414688147604,0.4569088279308495,3.2856156956404448,0.47076149350377544
38,0.20765897282399237,0.5097600313140794,0.4548744363710284,0.7067580668014157
39,0.9066014077980072,0.745147216999969,3.058031034655869,2.978576689831903
40,0.6117786434479058,0.5691335863203598,2.494453828781843,2.313419385873966
41,0.37955924053676426,0.3073517552263989,0.5937864268198609,0.6202839226869897
42,0.4357715849764645,0.3418661597025508,0.3210578663274646,0.42923161604015164
43,0.03743103286251426,0.22284727406898347,1.8562782052904367,0.7910017640190966
44,0.973539913771674,0.7591070675316667,3.1174726458266377,3.196420146537154
45,0.4317512488923967,0.3376029942940362,2.934111838229001,2.808973632738429
46,0.9575765966437756,0.8453490995711543,3.2689217776060104,3.129723673376598
47,0.8877549055032432,0.8435599914056502,0.6806499250233173,0.8455680586896495
48,0.6399787694681436,0.7006623953903436,3.7788813021034,3.729650866763338
49,0.970966610359028,0.8770288159752496,1.1744953654706478,1.6765958570478112
50,0.6188382073305547,0.6109080754229421,0.5962882097810507,0.6341090223081676
51,0.3334272112697363,0.3541172325997429,2.877514365129173,2.414561143704109
52,0.3467482482083142,0.8317198003154671,1.2963438099250195,1.0431838355155802
53,0.3984854114241898,0.47397395305130186,3.115237994119525,3.4153762861006074
54,0.7846927756909281,0.8108670627186821,1.5777640072628856,1.2997009669569692
55,0.03893649112433195,0.3284253307958398,2.7143714716657996,1.034875495190623
56,0.7487953861709684,0.7645196666533496,3.1033001709729433,3.1060081120861107
57,0.67727683018893,0.7359705652352415,0.7514761760830879,0.524472896804755
58,0.17126433039084077,0.1840009146426733,0.11634327564388514,0.2504131244196788
59,0.2610879638232291,0.6476220894671826,0.5428551882505417,0.38595607122058617
60,0.5144129346590489,0.4861642415393669,2.720656712539494,2.4806306009044077
61,0.6756072745192796,0.5906890261369301,3.739291815087199,4.963642816847442
62,0.9828171979170292,0.8670949948265074,2.2019763374701142,2.194578606945406
63,0.7595442675519735,0.7120101967708428,2.407064941711724,2.9159274119859724
64,0.566488424083218,0.592638559670941,0.7879779525101185,0.7002403186585344
65,0.8496897185686976,0.79932813298144,2.1409464422613382,2.0914148262657455
66,0.18947393540292976,0.2993207265531339,0.7182229571044445,0.6296099194221811
67,0.27128661470487714,0.47084297316309104,1.8075459776446223,2.3810331378758667
68,0.828158485237509,0.4584209075406911,1.2682134071365,1.648378270039423
69,0.6932048203889281,0.5771375183226806,0.4646986816078425,0.4330793093748874
70,0.24054473964497447,0.4791628251423939,0.7444086270406842,0.6557286236352701
71,0.04298879601992667,0.19769032160474748,2.918920386582613,1.9498221686717268
72,0.14047909411601722,0.2651772728293262,1.647488284856081,0.8950950669117607
73,0.2163854150567204,0.4915194065502692,1.6561987269669771,1.3700371324012504
74,0.479398564202711,0.5152879878891646,1.9212405160069463,1.7289041526553643
75,0.19741034228354692,0.3516730356015152,1.7099778624251485,1.5426182324246849
76,0.7193558376748115,0.3775330312338103,0.5459614405408502,0.33958176903839343
77,0.00788473873399198,0.24921070119387626,3.298717625439167,0.7730108671592267
78,0.3754899646155536,0.1826577474100579,2.369216970168054,2.4056230042315425
79,0.5144077083095908,0.4459163061687469,3.177587910555303,2.459553427926574
80,0.00157055421732366,0.5814819949661616,3.0761297028511763,0.30064557247875345
81,0.5816040025092661,0.6724038040073851,3.672225669026375,2.783972232629233
82,0.1579052081797272,0.09643796407267245,3.4505191082134843,3.6969583265471115
83,0.35902830585837364,0.6617304533746108,1.267900951206684,1.378247320983849
84,0.6456318784039468,0.610519456830561,1.037042303942144,1.1794873886222186
85,0.7758233626373112,0.7939196045213464,2.969065807759762,2.6067874462270075
86,0.5636468415614218,0.6694577213326753,2.989444467239082,2.460063247216307
87,0.23370339861139655,0.352750339493895,3.671616136096418,3.1325099076813
88,0.08998051634989679,0.2570749253805444,3.1727648368105292,2.946827236277737
89,0.08561206492595375,0.5293083127913207,0.5333184730261564,0.6908854796250872
90,0.30521836946718395,0.2572585334703251,1.1509990086778998,0.32496215748059476
91,0.6674265146721154,0.2988694555735345,0.7787045752629638,0.467789261393149
92,2.388965804129839e-4,0.4560578139798862,3.136437530629337,0.18821556069667794
93,0.20856995694339275,0.5240850288308619,0.5154886469244957,0.2723072574852678
94,0.9330341273453088,0.4551685758887065,0.5163571340963244,0.44244895012419416
95,0.9256447486113756,0.37186161889634284,0.2890124451369047,0.627415773695778
96,0.7340943010058254,0.39134881253676834,0.21251793392002585,0.1723086046116637
97,0.33307198341935873,0.3582240027377792,2.127497745677829,2.5202756163587363
98,0.5150633298326284,0.6427124885016193,0.4492329666391015,0.43345068655448804
99,0.7439746463205665,0.7119266697220082,2.972750878892839,3.1988982196780276
100,0.6191592400427908,0.7187447543688531,2.925261909142137,2.199780365127183
