agent_id,true_alpha,MPD_alpha,true_tau,MPD_tau
1,0.9148060434963554,0.7037340746360833,2.504981378093362,2.8309595574878257
2,0.9370754132978618,0.6207624063507087,0.8686307929456234,0.7890720875808226
3,0.2861395347863436,0.5191596976325135,0.8662692438811064,0.9123189335954575
4,0.8304476260673255,0.639684666135317,1.5557801146060228,1.592375618494105
5,0.6417455188930035,0.6319841446473959,3.7698227679356937,3.449607592583609
6,0.5190959491301328,0.5129376587462516,3.850432055070996,3.254727893348335
7,0.7365883146412671,0.7748771328639387,2.959421116858721,2.811907102086875
8,0.1346665972378105,0.0932452114543162,2.9329836228862405,3.0227144992131434
9,0.6569922904018313,0.6283036957972135,2.1430451599881053,2.3297845784565476
10,0.7050647840369493,0.41754507744376956,0.0090918643400073,0.18331205871305797
11,0.45774177624844015,0.5817643730228352,2.4357498101890087,1.6517727544347882
12,0.7191122516524047,0.7290005401935694,3.3472062377259135,2.6151899749324943
13,0.9346722471527756,0.8758491931935947,3.0060902507975698,3.4446040745569024
14,0.2554288243409246,0.2149111392743808,1.810926290228963,1.6216878700269672
15,0.46229282254353166,0.6532702534714773,2.143159975297749,1.7622778104101093
16,0.9400145227555186,0.8104242924309546,2.1495067812502384,2.307023816711318
17,0.978226428385824,0.48958172686115786,0.00552337430417537,0.13897132360073988
18,0.11748736165463924,0.127050909392438,1.422663815319538,1.1233151892624087
19,0.47499708156101406,0.36408875362275084,2.4485323606058955,2.520246438489371
20,0.560332746244967,0.49697795282913465,3.315768522210419,3.2282342609831565
21,0.9040313872974366,0.6790040579960472,1.4268879974260926,1.4948324390550134
22,0.13871016772463918,0.16341045598785264,1.6425405032932758,1.317915165572122
23,0.988891728920862,0.9335923124969661,2.2939035957679152,2.5237837557735245
24,0.9466682325582952,0.87478167906775,2.3587132142856717,2.320550812622796
25,0.0824375580996275,0.04409566903903937,2.8786291694268584,3.1571443480944175
26,0.5142117843497545,0.400185156113048,1.5798921808600426,1.568949867070459
27,0.390203467104584,0.2816180150233066,3.676815716549754,3.673518753433272
28,0.905738130910322,0.8317569842618036,3.8502811742946506,3.4799421423037504
29,0.4469696281012148,0.28356037768263465,0.9340941021218896,1.1409194825689688
30,0.8360042599961162,0.7479905868416766,2.8979903999716043,2.9599683074995684
31,0.7375956177711487,0.7031190139861415,3.614538100548089,3.82181413373426
32,0.811055141268298,0.7872061203392193,2.413896339014173,2.167455637471025
33,0.388108282815665,0.36271344379907244,2.526029195636511,2.0873379216640098
34,0.6851697294041514,0.731482601792373,3.749543398618698,3.460902509801846
35,0.00394833879545331,0.05144661302347184,3.4019310027360916,0.44696332752858525
36,0.8329160802531987,0.7982351651362531,2.319283596239984,2.2619262673364378
37,0.00733414688147604,0.024448651640894423,3.2856156956404448,1.4434668750949624
38,0.20765897282399237,0.26797672262227945,0.4548744363710284,0.4681617849928691
39,0.9066014077980072,0.8037560544404523,3.058031034655869,3.2457783786842267
40,0.6117786434479058,0.7205984614315274,2.494453828781843,2.3117412152196195
41,0.37955924053676426,0.6455426346390121,0.5937864268198609,0.6121322136805014
42,0.4357715849764645,0.6019670232646253,0.3210578663274646,0.32982463998108374
43,0.03743103286251426,0.08787554183201365,1.8562782052904367,1.7672609229126128
