choices,feedback,value1,value2,role,trial,alpha,tau,hider_choices,agent_id
0,1,0.08519395396501506,0.007209437077757563,picker,90,0.9148060434963554,4.685377066489309,0,1
0,0,0.08519395396501506,0.9154202439651736,picker,91,0.9148060434963554,4.685377066489309,1,1
0,0,0.08519395396501506,0.07798827244692474,picker,92,0.9148060434963554,4.685377066489309,1,1
0,1,0.08519395396501506,0.006644129490637696,picker,93,0.9148060434963554,4.685377066489309,0,1
0,0,0.08519395396501506,0.9153720831751855,picker,94,0.9148060434963554,4.685377066489309,1,1
0,0,0.08519395396501506,0.07798416943867725,picker,95,0.9148060434963554,4.685377066489309,1,1
1,1,0.08519395396501506,0.006643779939131525,picker,96,0.9148060434963554,4.685377066489309,1,1
1,1,0.9220640535048245,0.006643779939131525,picker,97,0.9148060434963554,4.685377066489309,1,1
1,1,0.9933603283642196,0.006643779939131525,picker,98,0.9148060434963554,4.685377066489309,1,1
1,1,0.9994343401034629,0.006643779939131525,picker,99,0.9148060434963554,4.685377066489309,1,1
1,0,0.9999518091953785,0.006643779939131525,picker,100,0.9148060434963554,4.685377066489309,0,1
1,0,0.08518985093833176,0.006643779939131525,picker,101,0.9148060434963554,4.685377066489309,0,1
1,1,0.007257660455392195,0.006643779939131525,picker,102,0.9148060434963554,4.685377066489309,1,1
1,0,0.9154243523055103,0.006643779939131525,picker,103,0.9148060434963554,4.685377066489309,0,1
1,1,0.07798862245269267,0.006643779939131525,picker,104,0.9148060434963554,4.685377066489309,1,1
1,1,0.9214502028053693,0.006643779939131525,picker,105,0.9148060434963554,4.685377066489309,1,1
1,1,0.9933080319944305,0.006643779939131525,picker,106,0.9148060434963554,4.685377066489309,1,1
1,1,0.9994298847688098,0.006643779939131525,picker,107,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999514296277919,0.006643779939131525,picker,108,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999958620978228,0.006643779939131525,picker,109,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999996474757419,0.006643779939131525,picker,110,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999699670636,0.006643779939131525,picker,111,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999974413754,0.006643779939131525,picker,112,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999997820207,0.006643779939131525,picker,113,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999999814295,0.006643779939131525,picker,114,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999999984179,0.006643779939131525,picker,115,0.9148060434963554,4.685377066489309,1,1
1,1,0.9999999999998652,0.006643779939131525,picker,116,0.9148060434963554,4.685377066489309,1,1
1,0,0.9999999999999886,0.006643779939131525,picker,117,0.9148060434963554,4.685377066489309,0,1
0,0,0.08519395650364359,0.006643779939131525,picker,118,0.9148060434963554,4.685377066489309,1,1
1,1,0.08519395650364359,5.660098991541575e-4,picker,119,0.9148060434963554,4.685377066489309,1,1
1,1,0.9220640537211002,5.660098991541575e-4,picker,120,0.9148060434963554,4.685377066489309,1,1
0,0,0.5,0.5,picker,1,0.07072189426980913,1.0569596942514181,1,2
1,1,0.5,0.46463905286509544,picker,2,0.07072189426980913,1.0569596942514181,1,2
0,0,0.5353609471349046,0.46463905286509544,picker,3,0.07072189426980913,1.0569596942514181,1,2
1,1,0.5353609471349046,0.4317788988947459,picker,4,0.07072189426980913,1.0569596942514181,1,2
1,1,0.5682211011052541,0.4317788988947459,picker,5,0.07072189426980913,1.0569596942514181,1,2
0,0,0.5987573227408229,0.4317788988947459,picker,6,0.07072189426980913,1.0569596942514181,1,2
1,1,0.5987573227408229,0.40124267725917706,picker,7,0.07072189426980913,1.0569596942514181,1,2
0,0,0.6271339649384816,0.40124267725917706,picker,8,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6271339649384816,0.3728660350615184,picker,9,0.07072189426980913,1.0569596942514181,1,2
0,0,0.6535037572469052,0.3728660350615184,picker,10,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6535037572469052,0.34649624275309476,picker,11,0.07072189426980913,1.0569596942514181,1,2
1,0,0.6780086278917757,0.34649624275309476,picker,12,0.07072189426980913,1.0569596942514181,0,2
0,1,0.6300585733959952,0.34649624275309476,picker,13,0.07072189426980913,1.0569596942514181,0,2
0,0,0.6300585733959952,0.3927132663780334,picker,14,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6300585733959952,0.36493984027489473,picker,15,0.07072189426980913,1.0569596942514181,1,2
1,0,0.656221531854306,0.36493984027489473,picker,16,0.07072189426980913,1.0569596942514181,0,2
1,1,0.6098123020609336,0.36493984027489473,picker,17,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6374071151799605,0.36493984027489473,picker,18,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6630503708431884,0.36493984027489473,picker,19,0.07072189426980913,1.0569596942514181,1,2
0,0,0.6868800868906678,0.36493984027489473,picker,20,0.07072189426980913,1.0569596942514181,1,2
1,1,0.6868800868906678,0.3391306034761326,picker,21,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7090245202793578,0.3391306034761326,picker,22,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7296028573912681,0.3391306034761326,picker,23,0.07072189426980913,1.0569596942514181,1,2
0,1,0.7487258555217013,0.3391306034761326,picker,24,0.07072189426980913,1.0569596942514181,0,2
1,1,0.7487258555217013,0.38586853906324614,picker,25,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7664964390002323,0.38586853906324614,picker,26,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7830102531528819,0.38586853906324614,picker,27,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7983561790870364,0.38586853906324614,picker,28,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8126168120698033,0.38586853906324614,picker,29,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8258689060745424,0.38586853906324614,picker,30,0.07072189426980913,1.0569596942514181,1,2
0,1,0.8381837868882248,0.38586853906324614,picker,31,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8381837868882248,0.4293010793113787,picker,32,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8496277360030566,0.4293010793113787,picker,33,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8602623473585603,0.4293010793113787,picker,34,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8602623473585603,0.3989400937704044,picker,35,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8701448588541796,0.3989400937704044,picker,36,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8701448588541796,0.37072629463878615,picker,37,0.07072189426980913,1.0569596942514181,1,2
0,1,0.8701448588541796,0.3445078288263038,picker,38,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8701448588541796,0.3908654768507376,picker,39,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8793284604166854,0.3908654768507376,picker,40,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8878625802804717,0.3908654768507376,picker,41,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8878625802804717,0.36322272992318116,picker,42,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8878625802804717,0.3375349304211625,picker,43,0.07072189426980913,1.0569596942514181,1,2
1,0,0.8878625802804717,0.3136638207595497,picker,44,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8250712567517563,0.3136638207595497,picker,45,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8374425488365091,0.3136638207595497,picker,46,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8489389197104632,0.3136638207595497,picker,47,0.07072189426980913,1.0569596942514181,1,2
1,0,0.859622245458983,0.3136638207595497,picker,48,0.07072189426980913,1.0569596942514181,0,2
1,1,0.7988281319036569,0.3136638207595497,picker,49,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8130553874892265,0.3136638207595497,picker,50,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8262764646095239,0.3136638207595497,picker,51,0.07072189426980913,1.0569596942514181,1,2
1,0,0.8385625221115866,0.3136638207595497,picker,52,0.07072189426980913,1.0569596942514181,0,2
0,1,0.7792577920841864,0.3136638207595497,picker,53,0.07072189426980913,1.0569596942514181,0,2
1,1,0.7792577920841864,0.3622028154613376,picker,54,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7948690991732928,0.3622028154613376,picker,55,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8093763450530299,0.3622028154613376,picker,56,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8228576110235141,0.3622028154613376,picker,57,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8228576110235141,0.33658714624205366,picker,58,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8353854563274105,0.33658714624205366,picker,59,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8353854563274105,0.31278306567294634,picker,60,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8353854563274105,0.2906624547730375,picker,61,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8470273086802962,0.2906624547730375,picker,62,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8470273086802962,0.27010625537837557,picker,63,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8578458271819764,0.27010625537837557,picker,64,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8678992395620249,0.27010625537837557,picker,65,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8772416555746807,0.27010625537837557,picker,66,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8772416555746807,0.25100382934389204,picker,67,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8859233582298649,0.25100382934389204,picker,68,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8859233582298649,0.2332523630637161,picker,69,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8939910744277872,0.2332523630637161,picker,70,0.07072189426980913,1.0569596942514181,1,2
0,0,0.9014882264537614,0.2332523630637161,picker,71,0.07072189426980913,1.0569596942514181,1,2
0,0,0.9014882264537614,0.21675631410494084,picker,72,0.07072189426980913,1.0569596942514181,1,2
1,1,0.9014882264537614,0.20142689697649768,picker,73,0.07072189426980913,1.0569596942514181,1,2
1,0,0.9084551656868298,0.20142689697649768,picker,74,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8442074955102639,0.20142689697649768,picker,75,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8552254365408157,0.20142689697649768,picker,76,0.07072189426980913,1.0569596942514181,1,2
0,1,0.8654641679107339,0.20142689697649768,picker,77,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8654641679107339,0.2579034995352392,picker,78,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8749787968032517,0.2579034995352392,picker,79,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8838205331172165,0.2579034995352392,picker,80,0.07072189426980913,1.0569596942514181,1,2
1,0,0.8920369650904235,0.2579034995352392,picker,81,0.07072189426980913,1.0569596942514181,0,2
1,0,0.8289504211605372,0.2579034995352392,picker,82,0.07072189426980913,1.0569596942514181,0,2
1,1,0.770325477120308,0.2579034995352392,picker,83,0.07072189426980913,1.0569596942514181,1,2
1,1,0.7865684944438744,0.2579034995352392,picker,84,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8016627748136609,0.2579034995352392,picker,85,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8016627748136609,0.23966407550929428,picker,86,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8156895590830565,0.23966407550929428,picker,87,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8156895590830565,0.22271457810085443,picker,88,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8287243425984065,0.22271457810085443,picker,89,0.07072189426980913,1.0569596942514181,1,2
0,1,0.8408372815321541,0.22271457810085443,picker,90,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8408372815321541,0.2776856755258698,picker,91,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8520935704793324,0.2776856755258698,picker,92,0.07072189426980913,1.0569596942514181,1,2
1,1,0.862553793349718,0.2776856755258698,picker,93,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8722742494442256,0.2776856755258698,picker,94,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8813072564705631,0.2776856755258698,picker,95,0.07072189426980913,1.0569596942514181,1,2
1,0,0.8897014321290455,0.2776856755258698,picker,96,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8267800615143174,0.2776856755258698,picker,97,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8390305036893246,0.2776856755258698,picker,98,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8504145713880726,0.2776856755258698,picker,99,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8504145713880726,0.2580472185410887,picker,100,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8504145713880726,0.2397976304348075,picker,101,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8609935362546695,0.2397976304348075,picker,102,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8609935362546695,0.22283868776904628,picker,103,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8708243366864867,0.22283868776904628,picker,104,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8799598842895775,0.22283868776904628,picker,105,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8884493486609857,0.22283868776904628,picker,106,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8963384220307118,0.22283868776904628,picker,107,0.07072189426980913,1.0569596942514181,1,2
0,1,0.8963384220307118,0.20707911365342077,picker,108,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8963384220307118,0.2631559807419469,picker,109,0.07072189426980913,1.0569596942514181,1,2
1,0,0.9036695651876974,0.2631559807419469,picker,110,0.07072189426980913,1.0569596942514181,0,2
1,1,0.8397603417436487,0.2631559807419469,picker,111,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8510927939126847,0.2631559807419469,picker,112,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8616237935976044,0.2631559807419469,picker,113,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8616237935976044,0.24454509129544702,picker,114,0.07072189426980913,1.0569596942514181,1,2
0,1,0.871410021036252,0.24454509129544702,picker,115,0.07072189426980913,1.0569596942514181,0,2
1,1,0.871410021036252,0.29797229347445875,picker,116,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8805041479326832,0.29797229347445875,picker,117,0.07072189426980913,1.0569596942514181,1,2
0,0,0.8805041479326832,0.27689912844002557,picker,118,0.07072189426980913,1.0569596942514181,1,2
1,1,0.8805041479326832,0.2573162975550878,picker,119,0.07072189426980913,1.0569596942514181,1,2
1,0,0.8889551209482687,0.2573162975550878,picker,120,0.07072189426980913,1.0569596942514181,0,2
0,1,0.5,0.5,picker,1,0.8958911895751953,2.250686705810949,0,3
0,0,0.5,0.9479455947875977,picker,2,0.8958911895751953,2.250686705810949,1,3
1,0,0.5,0.09868948822077073,picker,3,0.8958911895751953,2.250686705810949,0,3
0,1,0.052054405212402344,0.09868948822077073,picker,4,0.8958911895751953,2.250686705810949,0,3
0,0,0.052054405212402344,0.9061656347952926,picker,5,0.8958911895751953,2.250686705810949,1,3
0,0,0.052054405212402344,0.09433982628637594,picker,6,0.8958911895751953,2.250686705810949,1,3
1,1,0.052054405212402344,0.009821607090357315,picker,7,0.8958911895751953,2.250686705810949,1,3
1,1,0.9013105117792293,0.009821607090357315,picker,8,0.8958911895751953,2.250686705810949,1,3
1,1,0.9897255547799028,0.009821607090357315,picker,9,0.8958911895751953,2.250686705810949,1,3
1,1,0.9989303397303608,0.009821607090357315,picker,10,0.8958911895751953,2.250686705810949,1,3
1,1,0.9998886389417692,0.009821607090357315,picker,11,0.8958911895751953,2.250686705810949,1,3
1,0,0.9999884063326999,0.009821607090357315,picker,12,0.8958911895751953,2.250686705810949,0,3
0,0,0.10410760342189362,0.009821607090357315,picker,13,0.8958911895751953,2.250686705810949,1,3
1,1,0.10410760342189362,0.0010225158306369272,picker,14,0.8958911895751953,2.250686705810949,1,3
1,1,0.906729708323626,0.0010225158306369272,picker,15,0.8958911895751953,2.250686705810949,1,3
1,1,0.9902897408855982,0.0010225158306369272,picker,16,0.8958911895751953,2.250686705810949,1,3
1,1,0.998989076474683,0.0010225158306369272,picker,17,0.8958911895751953,2.250686705810949,1,3
0,1,0.9998947539543488,0.0010225158306369272,picker,18,0.8958911895751953,2.250686705810949,0,3
1,0,0.9998947539543488,0.8959976424819635,picker,19,0.8958911895751953,2.250686705810949,0,3
0,0,0.10409785338418998,0.8959976424819635,picker,20,0.8958911895751953,2.250686705810949,1,3
0,0,0.10409785338418998,0.09328124870222665,picker,21,0.8958911895751953,2.250686705810949,1,3
1,1,0.10409785338418998,0.009711399837329174,picker,22,0.8958911895751953,2.250686705810949,1,3
1,0,0.906728693258799,0.009711399837329174,picker,23,0.8958911895751953,2.250686705810949,0,3
0,0,0.0943984456332112,0.009711399837329174,picker,24,0.8958911895751953,2.250686705810949,1,3
1,1,0.0943984456332112,0.0010110422846239826,picker,25,0.8958911895751953,2.250686705810949,1,3
1,1,0.9057188994560196,0.0010110422846239826,picker,26,0.8958911895751953,2.250686705810949,1,3
1,1,0.9901845067768248,0.0010110422846239826,picker,27,0.8958911895751953,2.250686705810949,1,3
0,0,0.9989781206768025,0.0010110422846239826,picker,28,0.8958911895751953,2.250686705810949,1,3
1,1,0.9989781206768025,1.0525840954137965e-4,picker,29,0.8958911895751953,2.250686705810949,1,3
1,1,0.9998936133592642,1.0525840954137965e-4,picker,30,0.8958911895751953,2.250686705810949,1,3
1,1,0.9999889242133879,1.0525840954137965e-4,picker,31,0.8958911895751953,2.250686705810949,1,3
1,1,0.9999988469130313,1.0525840954137965e-4,picker,32,0.8958911895751953,2.250686705810949,1,3
1,0,0.9999998799534874,1.0525840954137965e-4,picker,33,0.8958911895751953,2.250686705810949,0,3
1,1,0.10410879792690508,1.0525840954137965e-4,picker,34,0.8958911895751953,2.250686705810949,1,3
1,1,0.9067298326821218,1.0525840954137965e-4,picker,35,0.8958911895751953,2.250686705810949,1,3
1,0,0.9902897538324132,1.0525840954137965e-4,picker,36,0.8958911895751953,2.250686705810949,0,3
0,1,0.10309788824736521,1.0525840954137965e-4,picker,37,0.8958911895751953,2.250686705810949,0,3
0,0,0.10309788824736521,0.8959021479029998,picker,38,0.8958911895751953,2.250686705810949,1,3
1,1,0.10309788824736521,0.09327130687520879,picker,39,0.8958911895751953,2.250686705810949,1,3
1,1,0.906624588077938,0.09327130687520879,picker,40,0.8958911895751953,2.250686705810949,1,3
1,1,0.990278796941868,0.09327130687520879,picker,41,0.8958911895751953,2.250686705810949,1,3
1,1,0.9989879371137199,0.09327130687520879,picker,42,0.8958911895751953,2.250686705810949,1,3
1,1,0.9998946353368343,0.09327130687520879,picker,43,0.8958911895751953,2.250686705810949,1,3
1,0,0.999989030610257,0.09327130687520879,picker,44,0.8958911895751953,2.250686705810949,0,3
0,0,0.10410766841468744,0.09327130687520879,picker,45,0.8958911895751953,2.250686705810949,1,3
1,1,0.10410766841468744,0.009710364805544894,picker,46,0.8958911895751953,2.250686705810949,1,3
