trial,value1_median,value2_median,value1_3rd_quartile,value2_3rd_quartile,value1_1st_quartile,value2_1st_quartile,hider_choice,alpha,tau
59,0.9010785,0.350718,0.94123875,0.381753,0.858837,0.31184900000000004,1,0.1,5
60,0.92120899999999994,0.350718,0.95726775,0.381753,0.8798527500000001,0.31184900000000004,1,0.1,5
61,0.937243,0.350718,0.9689240000000001,0.381753,0.8977397500000001,0.31184900000000004,1,0.1,5
62,0.9500139999999999,0.350718,0.97740125,0.381753,0.91296375,0.31184900000000004,0,0.1,5
63,0.754365,0.350718,0.7737762499999999,0.381753,0.7101459999999999,0.31184900000000004,1,0.1,5
64,0.8015209999999999,0.350718,0.808568,0.381753,0.78582875,0.31184900000000004,1,0.1,5
65,0.8456385,0.350718,0.84704925,0.381753,0.838489,0.31184900000000004,0,0.1,5
66,0.6733245,0.350718,0.7127747499999999,0.381753,0.6159939999999999,0.31184900000000004,1,0.1,5
67,0.6733245,0.2793465,0.7127747499999999,0.32492,0.6159939999999999,0.22678425,1,0.1,5
68,0.739504,0.2793465,0.75496275,0.32492,0.72134325,0.22678425,0,0.1,5
69,0.5893965,0.2793465,0.6436715,0.32492,0.5241405,0.22678425,1,0.1,5
70,0.674478,0.2793465,0.69714575,0.32492,0.6573654999999999,0.22678425,1,0.1,5
71,0.7432105,0.2793465,0.74833975,0.32492,0.7403035,0.22678425,1,0.1,5
72,0.7925185,0.2793465,0.816987,0.32492,0.780315,0.22678425,1,0.1,5
73,0.7925185,0.22249950000000002,0.816987,0.27654725,0.780315,0.16492275,1,0.1,5
74,0.834741,0.22249950000000002,0.86690875,0.27654725,0.81302,0.16492275,1,0.1,5
75,0.868371,0.22249950000000002,0.90321275,0.27654725,0.84085675,0.16492275,1,0.1,5
76,0.895158,0.22249950000000002,0.92961425,0.27654725,0.864549,0.16492275,1,0.1,5
77,0.895158,0.17722100000000002,0.92961425,0.23537725,0.864549,0.1199355,1,0.1,5
78,0.916493,0.17722100000000002,0.94881375,0.23537725,0.884714,0.1199355,1,0.1,5
79,0.933487,0.17722100000000002,0.9627759999999999,0.23537725,0.901877,0.1199355,1,0.1,5
80,0.9470225,0.17722100000000002,0.9729294999999999,0.23537725,0.916485,0.1199355,1,0.1,5
81,0.9470225,0.141156,0.9729294999999999,0.20033525,0.916485,0.08721994999999999,1,0.1,5
82,0.957803,0.141156,0.9803137500000001,0.20033525,0.928918,0.08721994999999999,1,0.1,5
83,0.9663904999999999,0.141156,0.98568425,0.20033525,0.9395007500000001,0.08721994999999999,1,0.1,5
84,0.97323,0.141156,0.9895887499999999,0.20033525,0.948507,0.08721994999999999,1,0.1,5
85,0.9786775,0.141156,0.9924284999999999,0.20033525,0.956173,0.08721994999999999,1,0.1,5
86,0.9830165,0.141156,0.99449425,0.20033525,0.962698,0.08721994999999999,1,0.1,5
87,0.9864729999999999,0.141156,0.995996,0.20033525,0.968251,0.08721994999999999,1,0.1,5
88,0.9892255,0.141156,0.9970877499999999,0.20033525,0.972978,0.08721994999999999,1,0.1,5
89,0.9914185,0.141156,0.9978825,0.20033525,0.97700075,0.08721994999999999,1,0.1,5
90,0.9931645,0.141156,0.9984602499999999,0.20033525,0.9804247500000001,0.08721994999999999,1,0.1,5
91,0.9945555,0.141156,0.99888025,0.20033525,0.983339,0.08721994999999999,1,0.1,5
92,0.9956635,0.141156,0.99918525,0.20033525,0.985819,0.08721994999999999,1,0.1,5
93,0.9965459999999999,0.141156,0.999408,0.20033525,0.98793075,0.08721994999999999,1,0.1,5
94,0.997249,0.141156,0.99956925,0.20033525,0.989727,0.08721994999999999,0,0.1,5
95,0.794042,0.141156,0.8413355,0.20033525,0.72691025,0.08721994999999999,0,0.1,5
96,0.632666,0.141156,0.7169735,0.20033525,0.5286265,0.08721994999999999,1,0.1,5
97,0.7075260000000001,0.141156,0.75906575,0.20033525,0.657605,0.08721994999999999,1,0.1,5
98,0.772248,0.141156,0.797758,0.20033525,0.75597375,0.08721994999999999,1,0.1,5
99,0.822477,0.141156,0.8361400000000001,0.20033525,0.8156905,0.08721994999999999,1,0.1,5
100,0.856389,0.141156,0.868163,0.20033525,0.8516867499999999,0.08721994999999999,1,0.1,5
101,0.8822425,0.141156,0.90412525,0.20033525,0.873586,0.08721994999999999,1,0.1,5
102,0.9062060000000001,0.141156,0.93027724999999994,0.20033525,0.89240575,0.08721994999999999,1,0.1,5
103,0.9252935,0.141156,0.9492960000000001,0.20033525,0.90842375,0.08721994999999999,1,0.1,5
104,0.940496,0.141156,0.9631265,0.20033525,0.922057,0.08721994999999999,1,0.1,5
105,0.9526049999999999,0.141156,0.973185,0.20033525,0.93366075,0.08721994999999999,0,0.1,5
106,0.7587495,0.141156,0.794541,0.20033525,0.7077235,0.08721994999999999,0,0.1,5
107,0.6043434999999999,0.141156,0.67635825,0.20033525,0.51467275,0.08721994999999999,1,0.1,5
108,0.6043434999999999,0.112431,0.67635825,0.17051025,0.51467275,0.0634284,1,0.1,5
109,0.6849890000000001,0.112431,0.7245519999999999,0.17051025,0.6476310000000001,0.0634284,1,0.1,5
110,0.7546280000000001,0.112431,0.77128075,0.17051025,0.7460077500000001,0.0634284,1,0.1,5
111,0.8051585,0.112431,0.818207,0.17051025,0.800217,0.0634284,1,0.1,5
112,0.840757,0.112431,0.8642605,0.17051025,0.8317585000000001,0.0634284,0,0.1,5
113,0.6696629999999999,0.112431,0.706571,0.17051025,0.628511,0.0634284,1,0.1,5
114,0.737503,0.112431,0.7505982499999999,0.17051025,0.730906,0.0634284,1,0.1,5
115,0.793893,0.112431,0.80579225,0.17051025,0.788652,0.0634284,1,0.1,5
116,0.833078,0.112431,0.85712725,0.17051025,0.8200915000000001,0.0634284,1,0.1,5
117,0.867046,0.112431,0.896099,0.17051025,0.846015,0.0634284,1,0.1,5
118,0.8941025,0.112431,0.92444075,0.17051025,0.868939,0.0634284,1,0.1,5
119,0.9156525,0.112431,0.9450515,0.17051025,0.888451,0.0634284,1,0.1,5
120,0.9328175000000001,0.112431,0.96004,0.17051025,0.9050577500000001,0.0634284,0,0.1,5
