trial,value1_median,value2_median,value1_3rd_quartile,value2_3rd_quartile,value1_1st_quartile,value2_1st_quartile,hider_choice,alpha,tau
70,0.792438,0.3662125,0.967025,0.4733155,0.6560297500000001,0.314171,1,0.2,0.4
71,0.8145945,0.3662125,0.9764932499999999,0.4733155,0.67084425,0.314171,1,0.2,0.4
72,0.8343855,0.3662125,0.983243,0.4733155,0.685021,0.314171,1,0.2,0.4
73,0.8343855,0.303811,0.983243,0.33052375,0.685021,0.27928875,1,0.2,0.4
74,0.8520645,0.303811,0.98805475,0.33052375,0.698587,0.27928875,1,0.2,0.4
75,0.8678555,0.303811,0.9914842500000001,0.33052375,0.711569,0.27928875,1,0.2,0.4
76,0.8819615000000001,0.303811,0.99393,0.33052375,0.723992,0.27928875,1,0.2,0.4
77,0.8945615,0.303811,0.9956725,0.33052375,0.73587925,0.27928875,1,0.2,0.4
78,0.9058165,0.303811,0.99691525,0.33052375,0.7472547500000001,0.27928875,1,0.2,0.4
79,0.91587,0.303811,0.9978009999999999,0.33052375,0.758141,0.27928875,1,0.2,0.4
80,0.91587,0.2517775,0.9978009999999999,0.28971975,0.758141,0.237377,1,0.2,0.4
81,0.91587,0.221673,0.9978009999999999,0.277242,0.758141,0.169217,1,0.2,0.4
82,0.91587,0.1980105,0.9978009999999999,0.265301,0.758141,0.1206285,1,0.2,0.4
83,0.9248510000000001,0.1980105,0.99843225,0.265301,0.7685575,0.1206285,1,0.2,0.4
84,0.9248510000000001,0.176874,0.99843225,0.25387424999999997,0.7685575,0.085991375,1,0.2,0.4
85,0.9328725,0.176874,0.99888275,0.25387424999999997,0.7785262500000001,0.085991375,1,0.2,0.4
86,0.940038,0.176874,0.9992032500000001,0.25387424999999997,0.788065,0.085991375,1,0.2,0.4
87,0.946439,0.176874,0.999432,0.25387424999999997,0.79719275,0.085991375,1,0.2,0.4
88,0.946439,0.1579935,0.999432,0.24294,0.79719275,0.061299925000000005,1,0.2,0.4
89,0.9521565000000001,0.1579935,0.99959475,0.24294,0.8059275,0.061299925000000005,1,0.2,0.4
90,0.9572635,0.1579935,0.9997115,0.24294,0.8142865,0.061299925000000005,1,0.2,0.4
91,0.9618255,0.1579935,0.9997944999999999,0.24294,0.82228525,0.061299925000000005,1,0.2,0.4
92,0.9659005,0.1579935,0.99985325,0.24294,0.8299395,0.061299925000000005,1,0.2,0.4
93,0.9659005,0.141128,0.99985325,0.23247675,0.8299395,0.043698425,1,0.2,0.4
94,0.9695404999999999,0.141128,0.99989525,0.23247675,0.8372635,0.043698425,0,0.2,0.4
95,0.7697875000000001,0.141128,0.84222525,0.23247675,0.635314,0.043698425,0,0.2,0.4
96,0.6908275,0.141128,0.769378,0.23247675,0.5051399999999999,0.043698425,1,0.2,0.4
97,0.6908275,0.126063,0.769378,0.22246375000000002,0.5051399999999999,0.03115095,1,0.2,0.4
98,0.6908275,0.112607,0.769378,0.21288225,0.5051399999999999,0.022206300000000002,1,0.2,0.4
99,0.738002,0.112607,0.79347375,0.21288225,0.65719275,0.022206300000000002,1,0.2,0.4
100,0.787674,0.112607,0.8194625,0.21288225,0.75309725,0.022206300000000002,1,0.2,0.4
101,0.787674,0.1005865,0.8194625,0.20371374999999997,0.75309725,0.015830024999999998,1,0.2,0.4
102,0.825129,0.1005865,0.84009125,0.20371374999999997,0.7955605,0.015830024999999998,1,0.2,0.4
103,0.8520755,0.1005865,0.872977,0.20371374999999997,0.8043659999999999,0.015830024999999998,1,0.2,0.4
104,0.8712485000000001,0.1005865,0.9094504999999999,0.20371374999999997,0.8127915,0.015830024999999998,1,0.2,0.4
105,0.8712485000000001,0.08984924999999999,0.9094504999999999,0.19493925,0.8127915,0.011284625,0,0.2,0.4
106,0.7215940000000001,0.08984924999999999,0.77789525,0.19493925,0.6161857500000001,0.011284625,0,0.2,0.4
107,0.7215940000000001,0.2508415,0.77789525,0.36690625,0.6161857500000001,0.2007545,1,0.2,0.4
