trial,value1_median,value2_median,value1_3rd_quartile,value2_3rd_quartile,value1_1st_quartile,value2_1st_quartile,hider_choice,alpha,tau
108,0.3457205,0.20821299999999998,0.5435180000000001,0.24467075,0.164232,0.1373295,1,0.8,0.4
109,0.7898965,0.20821299999999998,0.8626565,0.24467075,0.7510922499999999,0.1373295,1,0.8,0.4
110,0.920265,0.20821299999999998,0.97743,0.24467075,0.8511709999999999,0.1373295,1,0.8,0.4
111,0.920265,0.07946765,0.97743,0.1451445,0.8511709999999999,0.02256765,1,0.8,0.4
112,0.9721645,0.07946765,0.996291,0.1451445,0.91473825,0.02256765,0,0.8,0.4
113,0.33937799999999996,0.07946765,0.52292125,0.1451445,0.16372225,0.02256765,1,0.8,0.4
114,0.33937799999999996,0.027741750000000003,0.52292125,0.08315095,0.16372225,0.0037085825,1,0.8,0.4
115,0.33937799999999996,0.009684515000000001,0.52292125,0.047635949999999996,0.16372225,0.00060943874999999995,1,0.8,0.4
116,0.7795165,0.009684515000000001,0.86257275,0.047635949999999996,0.738487,0.00060943874999999995,1,0.8,0.4
117,0.919492,0.009684515000000001,0.9774160000000001,0.047635949999999996,0.8437915,0.00060943874999999995,1,0.8,0.4
118,0.919492,0.003380815,0.9774160000000001,0.027289874999999998,0.8437915,1.00150175e-4,1,0.8,0.4
119,0.919492,0.00118023,0.9774160000000001,0.015634000000000002,0.8437915,1.6457875e-5,1,0.8,0.4
120,0.971895,0.00118023,0.996289,0.015634000000000002,0.9105099999999999,1.6457875e-5,0,0.8,0.4
